dev,contributions,collaborators,knum,aknum,tenure,degree,popcon,psizes,bugs,deps,betweenness,closeness,degree_cent,packs_avg_degree,clus_sq,clus_dot,clus_red
D3048,257,64,4,4.3826458037,6,147,1777.95238095,15.9998384327,7.04761904762,9.62585034014,0.15010334388,0.123635476704,0.111027190332,3.04761904762,0.136406198085,0.0256549388689,0.267076693691
D3518,83,28,3,3.24574592267,4,22,815.818181818,14.1045581522,4.63636363636,6.09090909091,0.0272215916092,0.110525077173,0.0166163141994,2.59090909091,0.0255009107468,0.0243648285208,0.0606060606061
D3044,4,1,1,1,0,1,123.0,14.283432021,14.0,2.0,0.0,0.0787921980087,0.000755287009063,2.0,0.0,0.166666666667,0.0
D3517,6,0,1,1,4,1,1.0,13.1373859711,5.0,3.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D3512,8,2,1,1,0,1,851.0,13.3060806264,24.0,5.0,0.0,0.0741873258599,0.000755287009063,3.0,0.0,0.166666666667,0.0
D3510,4,6,2,2,0,2,2893.5,14.0827058266,8.5,11.5,0.000387311117902,0.0749353369584,0.00151057401813,4.0,0.0,0.265277777778,0.0
D3511,8,2,2,2,0,4,2.5,16.1921051415,1.5,6.75,0.000981152831367,0.0794448380194,0.00302114803625,2.0,0.5,0.0505279034691,0.5
D3190,4,4,1,1,4,1,57514.0,13.0800152189,14.0,16.0,0.0,0.0948541261932,0.000755287009063,5.0,0.0,0.00921650162502,0.0
D3191,4,1,2,2,4,2,25.0,13.5725239285,4.5,1.5,1.83273748335e-08,0.0690739838841,0.00151057401813,2.0,1.0,0.2,1.0
D3196,87,4,2,2,6,15,2932.33333333,14.7640258949,7.06666666667,5.33333333333,0.00859021774907,0.0910531364257,0.011329305136,1.53333333333,0.208333333333,0.0854363207547,0.0380952380952
D3198,187,15,3,3.42222222222,6,47,812.361702128,13.4160769366,4.04255319149,7.21276595745,0.0151192415408,0.101966062692,0.035498489426,2.44680851064,0.863067292645,0.0834979363519,1.0
D3462,18,1,1,1,0,1,544.0,12.9915368946,7.0,15.0,0.0,0.0612262287469,0.000755287009063,2.0,0.0,0.166666666667,0.0
D139,13,3,2,2,0,5,4849.4,17.3276637404,4.6,5.0,0.00858666834748,0.0762777919711,0.00377643504532,2.2,0.428571428571,0.166599597586,0.6
D3461,38,7,3,3.24574592267,2,11,408.363636364,12.8284705429,5.63636363636,3.63636363636,0.00036865723105,0.0913947135504,0.0083081570997,2.45454545455,0.661764705882,0.0314386281855,0.818181818182
D3464,24,0,1,1,14,7,20.1428571429,12.7038699105,1.0,3.85714285714,7.69749743006e-07,0.582886857863,0.00528700906344,1.0,0.0,0.0,0.0
D422,2,1,1,1,2,1,312.0,11.6564195646,4.0,4.0,0.0,0.0819190074632,0.000755287009063,2.0,0.0,0.00961538461538,0.0
D3468,338,50,3,3.24574592267,4,66,3841.36363636,14.1647386351,6.01515151515,6.39393939394,0.0762330888236,0.117539826653,0.0498489425982,2.18181818182,0.0328164442842,0.0144271312371,0.037296037296
D421,132,2,2,2,11,18,4852.38888889,15.9268815861,4.38888888889,4.72222222222,0.00932118462969,0.0739813202296,0.0135951661631,1.11111111111,0.0,0.0410509031199,0.0
D424,14,1,1,1,6,4,46.25,14.7105779598,7.5,2.5,3.29892747003e-07,0.485739048219,0.00302114803625,1.25,0.0,0.25,0.0
D425,2,1,1,1,6,1,74.0,16.2167180665,2.0,0.0,0.0,0.0766035626429,0.000755287009063,2.0,0.0,0.0181818181818,0.0
D2482,4,6,2,2,2,2,21.0,14.7145208392,3.0,3.5,0.000834283356556,0.0953564200569,0.00151057401813,4.0,0.0,0.0956216787421,0.0
D2481,8,1,1,1,0,1,25.0,17.2833496226,8.0,22.0,0.0,0.0835459404936,0.000755287009063,2.0,0.0,0.00537634408602,0.0
D2480,495,21,4,4.87092547093,8,92,3494.04347826,13.9675033429,8.89130434783,10.8695652174,0.0536967681471,0.105620709442,0.0694864048338,1.91304347826,0.342956852792,0.0350687629662,0.252508361204
D2338,8,2,2,2,0,8,1.625,12.3460432618,0,1.5,5.18461863631e-07,0.0915103682045,0.00604229607251,2.125,1.0,0.00618570499828,1.0
D2484,298,16,3,3.24574592267,8,55,839.618181818,16.506973057,11.2363636364,5.76363636364,0.030898199321,0.103912681182,0.0415407854985,1.69090909091,0.224489795918,0.0299923749502,0.0956228956229
D2334,15,2,1,1,2,1,4158.0,16.6541461749,31.0,37.0,0.0,0.0845773527097,0.000755287009063,3.0,0.0,0.0180006428801,0.0
D2489,87,1,1,1,14,10,7797.8,15.6666889656,21.9,10.3,0.00515523395741,0.0759687123738,0.00755287009063,1.1,0.0,0.0147058823529,0.0
D2336,23,9,3,3.24574592267,6,5,5499.8,14.0268700694,8.4,13.0,0.00255549546163,0.101480012497,0.00377643504532,3.4,0.0576923076923,0.0212121756724,0.2
D2330,12,2,1,1,0,1,273.0,11.3789939923,5.0,4.0,0.0,0.0896731361295,0.000755287009063,3.0,0.0,0.0227768685215,0.0
D3043,2,1,1,1,2,1,10.0,13.019014171,2.0,8.0,0.0,0.0800914804258,0.000755287009063,2.0,0.0,0.00862068965517,0.0
D1829,7,1,1,1,6,1,359.0,13.780423131,26.0,15.0,0.0,0.0690708422059,0.000755287009063,2.0,0.0,0.0714285714286,0.0
D1821,25,6,2,2,8,5,10322.8,15.1246197248,15.2,3.6,0.00181548782333,0.0930808801933,0.00377643504532,2.2,0.0,0.0510936088002,0.0
D1822,28,1,2,2,4,6,89.6666666667,13.5683165576,1.83333333333,4.5,2.74910622502e-07,0.0823424609792,0.00453172205438,2.0,1.0,0.0346820809249,1.0
D1823,75,6,2,2,6,14,145.071428571,12.9312424768,3.14285714286,5.57142857143,0.00762973687493,0.086361793283,0.0105740181269,1.64285714286,0.117647058824,0.0702179826074,0.043956043956
D1825,43,6,2,2,0,18,14.6666666667,15.6651236762,1.94444444444,11.8888888889,0.00172599893641,0.0974116119878,0.0135951661631,2.22222222222,0.834355828221,0.0261861412718,0.888888888889
D1827,76,2,2,2,2,15,25.5333333333,14.5049607799,2.2,6.2,0.00527946646551,0.0881395206148,0.011329305136,1.46666666667,0.733333333333,0.0232814178303,0.104761904762
D2023,6,10,2,2,0,4,5701.0,12.7941238588,4.75,5.25,0.00635382238987,0.091402048011,0.00302114803625,3.5,0.0,0.0296581805433,0.0
D2026,26,2,2,2,11,10,1450.1,13.5004298817,11.3,4.4,0.00422765540702,0.0831236987494,0.00755287009063,1.3,0.333333333333,0.0163779370769,0.0222222222222
D3683,113,18,3,3.24574592267,2,15,2745.4,12.6379459669,6.73333333333,8.26666666667,0.0127088740218,0.114170100267,0.011329305136,2.46666666667,0.027397260274,0.0162834439463,0.0571428571429
D3680,2,1,1,1,0,1,114.0,14.2115662023,7.0,8.0,0.0,0.0793700989732,0.000755287009063,2.0,0.0,0.0166666666667,0.0
D1223,122,3,2,2,6,18,3475.55555556,13.5540571175,6.11111111111,6.66666666667,0.0093285987941,0.0825139673819,0.0135951661631,1.16666666667,0.0,0.0334054113994,0.0
D1226,2,2,1,1,8,2,11.5,11.4315201627,0,1.5,0.000572950392044,0.0918442803213,0.00151057401813,2.0,0.0,0.00292837889873,0.0
D1225,4,1,1,1,2,1,1575.0,12.0770453798,2.0,5.0,0.0,0.0755003758752,0.000755287009063,2.0,0.0,0.0112359550562,0.0
D2150,20,2,2,2,8,8,129.125,13.3624450651,5.375,7.625,0.00155770070405,0.0870066781456,0.00604229607251,2.125,1.0,0.324717765894,0.75
D1229,24,15,2,2,11,10,77.3,13.9005693716,3.5,2.3,0.0045949080342,0.0937898853538,0.00755287009063,2.9,0.0555555555556,0.0759056242623,0.155555555556
D2154,22,1,2,2,0,2,56.0,11.6113671003,2.5,5.5,1.83273748335e-08,0.0845538071131,0.00151057401813,2.0,1.0,0.027397260274,1.0
D2157,2,1,1,1,11,1,106.0,13.2709937052,1.0,1.0,0.0,0.0753268577084,0.000755287009063,2.0,0.0,0.047619047619,0.0
D2933,507,12,2,2,8,29,3042.5862069,14.6560117625,6.34482758621,6.51724137931,0.0147054004207,0.0990831596577,0.0219033232628,1.75862068966,0.11214953271,0.0464584805277,0.0591133004926
D2932,68,4,2,2,11,4,2094.25,15.7130837526,30.25,6.75,0.000861574497745,0.0850081854171,0.00302114803625,2.0,0.0,0.0478943850267,0.0
D2931,6,5,2,2,8,3,8078.66666667,16.4306482226,17.0,8.66666666667,0.000733389343149,0.0865751416882,0.00226586102719,2.66666666667,0.0,0.0803989819278,0.0
D2930,8,3,2,2,8,5,1332.4,14.3797172771,7.6,7.2,0.00148867725795,0.0723448356633,0.00377643504532,1.6,0.0,0.0902777777778,0.0
D2934,8,1,1,1,0,1,0.0,13.4742954919,2.0,4.0,0.0,0.0758371954766,0.000755287009063,2.0,0.0,0.0119047619048,0.0
D1914,131,12,2,2,4,16,2649.6875,17.6254702643,24.875,9.875,0.00892250039684,0.101761082892,0.012084592145,1.75,0.0,0.0266386454724,0.0
D1915,6,4,2,2,4,2,2582.5,14.0652913664,34.0,10.0,0.000724466960326,0.0945686285638,0.00151057401813,3.0,0.0,0.0283204875242,0.0
D1910,38,10,3,3.24574592267,2,6,148.0,14.4833692463,3.83333333333,6.0,0.000791026999753,0.0990766953235,0.00453172205438,3.66666666667,0.127272727273,0.0409094849407,0.4
D1912,9,0,1,1,11,4,94.25,10.4198155107,0.25,2.0,2.19928498002e-07,0.582886857863,0.00302114803625,1.0,0.0,0.0,0.0
D1913,1,1,1,1,0,1,1.0,9.03931477492,0,3.0,0.0,0.0736810014403,0.000755287009063,2.0,0.0,0.00990099009901,0.0
D1919,2,1,1,1,0,1,3.0,13.9008695706,0,6.0,0.0,0.0732027071319,0.000755287009063,2.0,0.0,0.00943396226415,0.0
D1598,1,2,1,1,0,1,2268.0,11.8687800725,0,4.0,0.0,0.0827778345669,0.000755287009063,3.0,0.0,0.0289115646259,0.0
D1599,19,2,1,1,4,4,1066.5,13.9417744184,12.25,5.5,0.00687133602732,0.0837579041615,0.00302114803625,1.5,0.0,0.0606060606061,0.0
D1590,70,1,2,2,6,12,195.166666667,15.0234089222,3.58333333333,2.33333333333,0.00572787278408,0.0752994674819,0.00906344410876,1.16666666667,1.0,0.0588235294118,0.0151515151515
D1592,8,0,1,1,2,2,1884.5,14.7573883316,39.0,6.5,3.6654749667e-08,0.582886857863,0.00151057401813,1.0,0.0,0.0,0.0
D1597,16,0,1,1,11,5,130.6,14.3283133459,4.6,4.2,3.6654749667e-07,0.582886857863,0.00377643504532,1.0,0.0,0.0,0.0
D2807,28,0,1,1,14,2,162.0,16.1750796774,13.0,10.0,3.6654749667e-08,0.582886857863,0.00151057401813,1.0,0.0,0.0,0.0
D2805,67,8,2,2,8,28,849.071428571,13.1209808507,2.32142857143,2.5,0.0195551263269,0.0944823343715,0.0211480362538,1.32142857143,0.0294117647059,0.0307357273543,0.0026455026455
D2802,6,0,1,1,8,2,115.5,13.6440529739,4.0,9.5,3.6654749667e-08,0.582886857863,0.00151057401813,1.0,0.0,0.0,0.0
D1358,1,1,1,1,0,1,5.0,14.5321872359,1.0,3.0,0.0,0.084174186702,0.000755287009063,2.0,0.0,0.00305810397554,0.0
D2800,786,45,5,5.45591397849,4,317,783.192429022,12.2572716831,1.17350157729,2.35646687697,0.129684985452,0.112941734371,0.239425981873,2.67823343849,0.268668119536,0.0214105777912,0.373517549814
D1356,26,5,2,2,2,5,19079.8,13.5936766487,4.6,8.2,0.00183044349894,0.088490476285,0.00377643504532,2.4,0.5,0.124108527132,0.1
D1357,12,1,2,2,0,5,3.2,12.4963977222,0.6,4.0,1.83273748335e-07,0.0595862261772,0.00377643504532,2.0,1.0,0.555555555556,1.0
D1352,6,0,1,1,11,1,13.0,15.5709121854,2.0,10.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D1353,4,3,2,2,4,2,2256.5,12.3152790064,2.5,5.0,0.000283717909872,0.0904349937682,0.00151057401813,2.5,0.0,0.0132697657376,0.0
D1350,6,1,2,2,0,2,302.0,11.7116738594,3.0,5.5,1.83273748335e-08,0.0830131317042,0.00151057401813,2.0,1.0,0.0327868852459,1.0
D1351,2,1,1,1,0,1,44.0,11.5955187633,0,2.0,0.0,0.0905374340433,0.000755287009063,2.0,0.0,0.00684931506849,0.0
D1684,6,1,1,1,11,2,2012.5,14.7814906686,3.0,7.5,2.19928498002e-07,0.255013000315,0.00151057401813,1.5,0.0,0.166666666667,0.0
D1685,14,0,1,1,14,5,5206.2,12.7366891318,8.2,3.6,3.6654749667e-07,0.582886857863,0.00377643504532,1.0,0.0,0.0,0.0
D1682,50,12,3,3.24574592267,2,32,258.90625,10.9040263679,0.53125,3.21875,0.0171338794179,0.0922814657185,0.02416918429,1.84375,0.135658914729,0.0231510586897,0.0604838709677
D1683,1,1,1,1,2,1,18.0,15.2207616004,1.0,2.0,0.0,0.0800985210637,0.000755287009063,2.0,0.0,0.025,0.0
D1688,2,0,1,1,8,1,3.0,11.7997346566,0,3.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D1689,6,0,1,1,8,1,350.0,13.0713163685,16.0,23.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D1172,21,20,3,3.24574592267,11,10,34974.8,16.0788700066,84.4,12.8,0.0118112059471,0.102532885042,0.00755287009063,3.1,0.00526315789474,0.0297982131654,0.0222222222222
D1173,2,1,1,1,14,1,113508.0,14.284062509,30.0,1.0,0.0,0.0712919955098,0.000755287009063,2.0,0.0,0.0119047619048,0.0
D1171,379,32,5,5.45591397849,2,195,1696.05641026,13.0060948328,1.51282051282,2.02051282051,0.0349337969516,0.106571935743,0.147280966767,2.54358974359,0.529637829483,0.0178961560165,0.625482421359
D1176,3,1,1,1,0,1,2476.0,10.6611810667,10.0,2.0,0.0,0.0675139846037,0.000755287009063,2.0,0.0,0.0769230769231,0.0
D1174,1,1,1,1,0,1,6.0,14.7762108254,7.0,12.0,0.0,0.0699736388932,0.000755287009063,2.0,0.0,0.0666666666667,0.0
D1175,9,1,1,1,11,4,80.5,13.2301714952,1.5,1.25,3.29892747003e-07,0.485739048219,0.00302114803625,1.25,0.0,0.25,0.0
D1771,113,30,3,3.24574592267,6,26,125.115384615,13.1742824144,6.11538461538,5.0,0.0295987699948,0.106809295284,0.0196374622356,2.38461538462,0.0121527777778,0.0217115141495,0.0184615384615
D1773,59,6,2,2,2,3,1466.33333333,15.5154193841,16.0,12.6666666667,0.00185017376068,0.0951373792691,0.00226586102719,3.0,0.0,0.0668991895641,0.0
D1775,2,1,1,1,2,1,90.0,13.4431997224,6.0,7.0,0.0,0.0834969426362,0.000755287009063,2.0,0.0,0.00305810397554,0.0
D1778,1,1,1,1,6,1,13572.0,13.5700293689,69.0,6.0,0.0,0.0827868597892,0.000755287009063,2.0,0.0,0.0169491525424,0.0
D1779,45,1,1,1,8,4,21197.75,16.5897612421,14.75,5.0,0.00171874121188,0.0868524198086,0.00302114803625,1.25,0.0,0.00925925925926,0.0
D132,2,1,1,1,2,1,202.0,11.156350516,13.0,4.0,0.0,0.0602577001965,0.000755287009063,2.0,0.0,0.25,0.0
D1576,1,1,1,1,0,1,24.0,12.9595997121,1.0,3.0,0.0,0.0696175743198,0.000755287009063,2.0,0.0,0.0277777777778,0.0
D1575,61,11,2,2,11,19,55.8947368421,16.7499002729,8.73684210526,14.0,0.00941409684984,0.0946944291546,0.0143504531722,1.73684210526,0.0481927710843,0.0272322425716,0.0233918128655
D1570,2,1,1,1,2,1,403.0,8.52892411429,15.0,1.0,0.0,0.0808318313945,0.000755287009063,2.0,0.0,0.0333333333333,0.0
D1578,14,3,1,1,8,7,141.285714286,15.0222722412,3.85714285714,4.0,0.00458250349386,0.0673841692214,0.00528700906344,1.42857142857,0.0,0.123015873016,0.0
D38,26,0,1,1,14,8,162.5,16.7611898597,2.0,5.25,1.02633299067e-06,0.582886857863,0.00604229607251,1.0,0.0,0.0,0.0
D36,75,11,4,4.3826458037,6,53,2941.32075472,16.5558391462,7.28301886792,13.5471698113,0.00646160004443,0.0921135421472,0.0400302114804,3.32075471698,0.526244035446,0.0937503478458,0.60885341074
D33,2,1,1,1,0,1,0.0,10.8627419838,0,2.0,0.0,0.0819190074632,0.000755287009063,2.0,0.0,0.00961538461538,0.0
D30,2,1,1,1,0,1,39.0,13.6690884357,1.0,3.0,0.0,0.073879344875,0.000755287009063,2.0,0.0,0.0204081632653,0.0
D3630,43,20,3,3.24574592267,0,14,888.785714286,13.15160063,4.0,4.85714285714,0.019507547578,0.106811799429,0.0105740181269,2.78571428571,0.0265151515152,0.0309741652703,0.0769230769231
D2337,4,1,1,1,0,1,101.0,10.0889292367,0,4.0,0.0,0.0866459429642,0.000755287009063,2.0,0.0,0.013698630137,0.0
D3638,1,3,1,1,8,1,8.0,12.0768690175,1.0,4.0,0.0,0.0990034917761,0.000755287009063,4.0,0.0,0.169201534026,0.0
D303,1,2,1,1,14,1,86948.0,12.0595196964,99.0,2.0,0.0,0.0793162081697,0.000755287009063,3.0,0.0,0.09375,0.0
D302,2,0,1,1,4,1,12.0,10.5069835111,6.0,2.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D301,4,2,1,1,0,1,104.0,13.5647645395,10.0,3.0,0.0,0.0849147036655,0.000755287009063,3.0,0.0,0.131849315068,0.0
D300,8,1,1,1,2,1,16.0,11.8040117366,0,7.0,0.0,0.0679418936852,0.000755287009063,2.0,0.0,0.0322580645161,0.0
D306,92,3,2,2,11,17,16.5294117647,14.3304215078,1.41176470588,4.11764705882,0.00937288510202,0.075764047114,0.0128398791541,1.70588235294,0.681818181818,0.221330956625,0.330882352941
D309,2,1,1,1,8,1,0.0,10.1206935112,2.0,0.0,0.0,0.0776043961615,0.000755287009063,2.0,0.0,0.0188679245283,0.0
D2878,28,2,2,2,2,2,14.0,13.0024260229,7.5,6.5,0.000153128382291,0.089115343017,0.00151057401813,2.5,1.0,0.0686351706037,1.0
D549,12,2,2,2,8,2,337.0,12.2556077702,7.0,20.0,7.51613679747e-05,0.0838998118093,0.00151057401813,2.0,0.0,0.0378863409771,0.0
D3213,13,2,1,1,2,1,262.0,12.2983965527,21.0,1.0,0.0,0.195813553813,0.000755287009063,3.0,0.0,0.503968253968,0.0
D3214,2,0,1,1,8,2,46.5,12.7437933328,1.5,5.0,3.6654749667e-08,0.582886857863,0.00151057401813,1.0,0.0,0.0,0.0
D239,5,1,1,1,0,1,0.0,12.7238182708,0,2.0,0.0,0.0717794813464,0.000755287009063,2.0,0.0,0.0666666666667,0.0
D3219,2,1,1,1,4,1,104.0,14.7291529862,1.0,7.0,0.0,0.0633777152226,0.000755287009063,2.0,0.0,0.2,0.0
D3218,26,12,2,2,4,9,5239.88888889,12.8717044485,1.88888888889,2.55555555556,0.00238173087975,0.101421275179,0.00679758308157,2.55555555556,0.0246913580247,0.0384681062408,0.0277777777778
D235,122,21,3,3.24574592267,8,20,566.4,15.6044796042,4.15,4.95,0.0100924545776,0.0959994032716,0.0151057401813,2.6,0.0562659846547,0.0393638131764,0.105263157895
D542,234,47,3,3.24574592267,4,61,1624.93442623,15.8170711021,6.18032786885,8.03278688525,0.0496760644359,0.116066536254,0.0460725075529,2.39344262295,0.0227474150665,0.0213653487902,0.0377049180328
D544,14,1,2,2,6,6,162.666666667,13.5367197299,2.33333333333,2.0,0.00114597409359,0.060695216971,0.00453172205438,1.66666666667,1.0,0.444444444444,0.4
D3039,60,9,2,2,8,19,7011.21052632,15.8012929141,10.7894736842,2.78947368421,0.00847562700204,0.0997841225017,0.0143504531722,1.63157894737,0.0645161290323,0.0330419677329,0.0233918128655
D3529,29,8,2,2,2,6,1349.5,12.2117995488,7.66666666667,6.0,0.00318473559193,0.0954823255451,0.00453172205438,2.5,0.03125,0.0671625374449,0.0666666666667
D3523,4,3,2,2,8,2,0.5,15.5067645585,5.5,1.0,5.82236998992e-06,0.0927492606079,0.00151057401813,3.0,1.0,0.0106718410782,1.0
D3030,24,1,1,1,8,1,144.0,16.2911950642,5.0,2.0,0.0,0.0675039810499,0.000755287009063,2.0,0.0,0.142857142857,0.0
D3035,1,1,1,1,2,1,79.0,16.1147875853,9.0,3.0,0.0,0.0767545602982,0.000755287009063,2.0,0.0,0.0208333333333,0.0
D3526,53,8,3,3.24574592267,8,14,22.2857142857,13.6762534988,3.07142857143,7.5,0.00732885860679,0.091836874719,0.0105740181269,1.64285714286,0.0322580645161,0.044741011117,0.010989010989
D3525,2,1,1,1,2,1,38.0,12.7706560743,4.0,10.0,0.0,0.0768633365005,0.000755287009063,2.0,0.0,0.00840336134454,0.0
D3036,10,0,1,1,14,2,19.0,13.7238343174,1.0,2.5,3.6654749667e-08,0.582886857863,0.00151057401813,1.0,0.0,0.0,0.0
D435,30,1,1,1,8,2,655.5,13.8562834313,6.0,7.5,0.000572950392044,0.0646999031607,0.00151057401813,1.5,0.0,0.0238095238095,0.0
D431,3,0,1,1,11,2,2.5,10.3852190161,0,12.0,3.6654749667e-08,0.582886857863,0.00151057401813,1.0,0.0,0.0,0.0
D430,4,1,1,1,2,1,35.0,10.224592312,4.0,6.0,0.0,0.0783006269947,0.000755287009063,2.0,0.0,0.0103092783505,0.0
D433,8,0,1,1,14,1,2849.0,12.5070842339,7.0,4.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D129,8,2,1,1,0,1,226.0,10.4554455227,1.0,5.0,0.0,0.0931246408785,0.000755287009063,3.0,0.0,0.0102739726027,0.0
D946,16,1,1,1,8,7,296.0,12.1806654563,2.57142857143,2.42857142857,0.00343715253102,0.0765713751901,0.00528700906344,1.14285714286,0.0,0.0294117647059,0.0
D3458,52,0,1,1,14,2,2.5,15.0276956986,11.5,11.0,3.6654749667e-08,0.582886857863,0.00151057401813,1.0,0.0,0.0,0.0
D3457,4,1,1,1,0,1,1.0,15.7346948753,1.0,22.0,0.0,0.0758371954766,0.000755287009063,2.0,0.0,0.0119047619048,0.0
D3456,11,2,1,1,2,1,18.0,16.9538245338,11.0,30.0,0.0,0.0834220259478,0.000755287009063,3.0,0.0,0.0255503144654,0.0
D3455,23,7,2,2,4,8,9227.625,15.1119066062,7.125,5.375,0.00366905659066,0.0949292315607,0.00604229607251,2.125,0.0571428571429,0.0245651798737,0.0714285714286
D3326,19,3,2,2,2,4,53.0,13.197729629,2.75,8.0,0.000587430944205,0.0765340716156,0.00302114803625,2.25,1.0,0.0608986415883,0.5
D949,19,11,2,2,4,11,286.818181818,12.6083721423,5.81818181818,6.0,0.00359509195592,0.101252220937,0.0083081570997,2.36363636364,0.0645161290323,0.0431397368118,0.109090909091
D3451,7,4,2,2,6,5,7119.2,13.6333719444,3.2,6.2,0.00295477735743,0.0809870174754,0.00377643504532,1.8,0.0,0.135130718954,0.0
D3450,12,7,2,2,2,4,604.75,11.766215995,2.0,4.5,0.00187512128149,0.0968545363548,0.00302114803625,2.75,0.0,0.0560253608096,0.0
D3145,29,3,2,2,0,9,40.8888888889,14.01290927,1.88888888889,2.44444444444,0.00103377000675,0.0792982608275,0.00679758308157,2.11111111111,0.636363636364,0.100048100048,0.777777777778
D3147,14,3,1,1,8,4,42.0,15.4069245103,5.25,6.5,0.00229154498493,0.087388864655,0.00302114803625,1.75,0.0,0.124756335283,0.0
D3141,18,0,1,1,8,2,100.0,15.7008438519,8.0,8.0,3.6654749667e-08,0.582886857863,0.00151057401813,1.0,0.0,0.0,0.0
D3140,12,0,1,1,13,1,134275.0,16.2717440332,121.0,11.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D2329,71,4,1,1,8,11,431.727272727,16.1912217978,8.54545454545,13.2727272727,0.00744538606185,0.0830888307902,0.0083081570997,1.36363636364,0.0,0.0690438871473,0.0
D2494,12,3,2,2,2,2,18.5,11.8802767138,2.0,3.0,0.000191071506091,0.0822161529074,0.00151057401813,3.0,1.0,0.0786014571325,1.0
D2324,4,0,1,1,2,1,1721.0,13.3774504581,5.0,7.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D3149,20,4,2,2,8,9,1976.88888889,13.0345439164,3.33333333333,4.77777777778,0.00468127397699,0.090573433023,0.00679758308157,1.66666666667,0.214285714286,0.135461760462,0.0833333333333
D2323,27,12,2,2,8,13,841.461538462,12.5173814719,4.92307692308,6.76923076923,0.0101103847948,0.0965098436864,0.00981873111782,2.0,0.0153846153846,0.0328502090033,0.0128205128205
D2321,3,2,1,1,6,1,1613.0,13.3314177406,6.0,10.0,0.0,0.0895163217876,0.000755287009063,3.0,0.0,0.0207874786011,0.0
D3126,1,2,1,1,0,1,6287.0,11.5498743687,8.0,3.0,0.0,0.0905554299555,0.000755287009063,3.0,0.0,0.0589802130898,0.0
D2030,19,9,3,3.24574592267,4,4,137.75,13.9097007927,2.25,6.0,0.000493592709411,0.0997207827575,0.00302114803625,3.5,0.03125,0.0675651445312,0.166666666667
D2031,22,2,1,1,11,6,1.66666666667,13.6636398326,0.666666666667,4.0,0.00343711587627,0.0786466593195,0.00453172205438,1.33333333333,0.0,0.0989583333333,0.0
D2038,40,14,4,4.3311546841,2,36,102.777777778,11.0273474037,0.277777777778,1.55555555556,0.00011273036056,0.100049272687,0.0271903323263,2.97222222222,0.58137510879,0.0217247094798,0.966666666667
D2148,2,1,1,1,6,1,15.0,10.9656951593,1.0,4.0,0.0,0.388591238575,0.000755287009063,2.0,0.0,1.0,0.0
D2149,6,1,1,1,0,1,4.0,13.9802882845,12.0,2.0,0.0,0.0890770100901,0.000755287009063,2.0,0.0,0.00395256916996,0.0
D2920,4,1,1,1,2,1,12.0,12.1767828571,2.0,3.0,0.0,0.0764416127965,0.000755287009063,2.0,0.0,0.0232558139535,0.0
D2921,2,2,1,1,2,1,101.0,15.4005240069,8.0,27.0,0.0,0.0703214225459,0.000755287009063,3.0,0.0,0.0486111111111,0.0
D2142,3,1,1,1,11,2,139.5,12.6416223076,3.0,10.0,0.000572950392044,0.07052935492,0.00151057401813,1.5,0.0,0.0588235294118,0.0
D1215,6,0,1,1,14,1,25.0,12.6021504976,1.0,3.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D1214,65,27,3,3.24574592267,8,30,1362.8,15.9945983424,5.6,6.3,0.0208484012979,0.111849250738,0.0226586102719,2.0,0.0075,0.0216076666156,0.00229885057471
D2144,193,18,2,2,4,26,613.230769231,13.3360856413,7.19230769231,6.57692307692,0.0142474000222,0.0975910648643,0.0196374622356,1.76923076923,0.0111731843575,0.0305699063306,0.00615384615385
D725,2,1,1,1,6,1,21.0,11.943414838,1.0,1.0,0.0,0.0709577709066,0.000755287009063,2.0,0.0,0.1,0.0
D2437,94,17,3,3.24574592267,8,37,93.1351351351,15.3644017121,4.16216216216,8.24324324324,0.0238755254867,0.10410025777,0.0279456193353,1.51351351351,0.0129032258065,0.0163366530228,0.003003003003
D727,2,2,1,1,2,1,513.0,12.5413799181,7.0,11.0,0.0,0.0844347106225,0.000755287009063,3.0,0.0,0.0286632073141,0.0
D1657,4,0,1,1,6,1,1857.0,13.1981978583,3.0,1.0,0.0,0.582886857863,0.000755287009063,1.0,0.0,0.0,0.0
D1962,7,3,2,2,8,3,15.3333333333,13.0085845641,1.33333333333,5.0,0.000415411461081,0.0946983658164,0.00226586102719,2.33333333333,0.2,0.00750817674426,0.333333333333
D1965,2,1,1,1,6,1,75.0,10.3198596295,5.0,1.0,0.0,0.0868358654543,0.000755287009063,2.0,0.0,0.00709219858156,0.0
D1966,1521,76,3,3.24574592267,2,327,1847.16513761,13.7182799595,3.35779816514,7.87767584098,0.241631991674,0.11835204658,0.246978851964,1.65443425076,0.0727884047435,0.00793975930996,0.0295679255549
