id,dev,period,rstart,rstop,status,has_written_peps,has_written_acc_peps,peps_this_year,total_peps,accepted_peps_year,total_accepted_peps,biconnected,top,tenure,colaborators,knum,aknum,clus_sq,clus_dot,clus_red,degree,contributions,dcentrality,betweenness,closeness
0,Guido van Rossum,8,7,8,0,0,0,0,0,0,0,1,1,9,4,3,3.272727272727273,0.594331983805668,0.037480741911602874,0.018851756640959727,390,45568,0.6174142480211081,1.0,1.0
6,Jeremy Hylton,8,7,8,0,0,0,0,0,0,0,1,0,3,4,2,2,0.8235294117647058,0.06480987696035177,0.8,6,1873,0.00949868073878628,0.0005400758332038535,0.0005400758332038535
9,Greg Ward,8,7,8,0,0,0,0,0,0,0,0,0,2,1,1,1,0.0,0.0026595744680851063,0.0,21,8124,0.03324538258575198,0.0748022685400194,0.0748022685400194
4,Fred Drake,8,7,8,0,0,0,0,0,0,0,1,1,4,5,3,3.272727272727273,0.8476321207961565,0.0228367455355529,0.018942870707390407,356,37971,0.5635883905013193,0.9752649269612271,0.9752649269612271
8,Andrew M. Kuchling,8,7,8,0,0,0,0,0,0,0,1,0,2,4,2,2,1.0,0.06353811603727207,0.6000000000000001,5,258,0.0079155672823219,0.003952201086127463,0.003952201086127463
10,Just van Rossum,8,7,8,0,0,0,0,0,0,0,1,0,1,1,2,2,1.0,0.03367875647668394,0.015445544554455447,101,18486,0.15989445910290237,0.1516089766466921,0.1516089766466921
11,Greg Stein,8,7,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,1,852,0.0015831134564643799,0.0,0.0
2,Jack Jansen,8,7,8,0,0,0,0,0,0,0,1,0,8,1,2,2,1.0,0.03367875647668394,0.0017625923666192123,298,24963,0.47176781002638524,0.34954110428112894,0.34954110428112894
0,Guido van Rossum,9,8,9,0,1,0,1,1,0,0,1,1,10,25,8,8.833333333333334,0.2495534223950616,0.04906886515709848,0.1629433557104056,868,244854,0.8378639265140899,1.0,1.0
12,Nicholas Riley,9,8,9,1,0,0,0,0,0,0,1,0,1,1,2,2,1.0,0.0273972602739726,1.0,2,39,0.0019305620426591933,4.748466208610452e-07,4.748466208610452e-07
13,David Scherer,9,8,9,1,0,0,0,0,0,0,1,0,1,1,2,2,1.0,0.0273972602739726,0.000380517503805175,73,12517,0.07046551455706056,0.002562747212787061,0.002562747212787061
4,Fred Drake,9,8,9,0,0,0,0,0,0,0,1,1,5,25,8,8.833333333333334,0.24706645533214883,0.05364008476722771,0.21651985782722918,720,74240,0.6950023353573096,0.787960063650705,0.787960063650705
14,Neil Schemenauer,9,8,9,0,1,1,1,1,1,1,1,0,1,15,6,7.263031275060144,0.35764705882352943,0.031190691897254805,0.8205128205128205,13,566,0.012548653277284756,0.002208924444817607,0.002208924444817607
15,Vladimir Marangozov,9,8,9,1,0,0,0,0,0,0,1,0,1,21,7,8.653061224489797,0.3446877534468775,0.048145538288275225,0.8954248366013072,18,2830,0.017375058383932742,0.0011790555501377752,0.0011790555501377752
9,Greg Ward,9,8,9,0,0,0,0,0,0,0,1,0,3,20,6,7.263031275060144,0.1943950177935943,0.03654464208184412,0.18138551031200423,62,34443,0.05984742332243499,0.07315410953575034,0.07315410953575034
16,Lars Gustäbel,9,8,9,0,0,0,0,0,0,0,1,0,1,10,5,6.073819205505161,0.5041666666666667,0.07159784715977838,0.8181818181818182,12,1719,0.01158337225595516,0.0023210384701950575,0.0023210384701950575
6,Jeremy Hylton,9,8,9,0,1,1,5,5,4,4,1,1,4,27,8,8.833333333333334,0.3208191686784582,0.05185642702354728,0.3981906608169234,243,47118,0.234563288183092,0.19325211338462087,0.19325211338462087
10,Just van Rossum,9,8,9,0,0,0,0,0,0,0,1,0,2,1,2,2,1.0,0.017110266159695818,0.18947368421052632,20,854,0.019305620426591934,0.021850542105541857,0.021850542105541857
17,Martin v. Löwis,9,8,9,0,0,0,0,0,0,0,1,0,1,23,6,7.263031275060144,0.2964451313755796,0.054250073286088024,0.8285714285714286,35,2173,0.03378483574653588,0.00712096628316974,0.00712096628316974
11,Greg Stein,9,8,9,0,0,0,0,0,0,0,1,0,2,17,5,6.073819205505161,0.48186528497409326,0.037816198790789644,0.7090909090909091,11,4604,0.010618091234625563,0.0022278984415939184,0.0022278984415939184
18,Peter Schneider-Kamp,9,8,9,0,1,0,1,1,0,0,1,1,1,21,8,8.833333333333334,0.4481791205826814,0.07204343591720178,0.8274994280485015,94,8138,0.09073641600498208,0.02175193896670645,0.02175193896670645
19,Eric S. Raymond,9,8,9,0,0,0,0,0,0,0,1,0,1,14,4,4.83646017699115,0.5609756097560976,0.02162645935805679,0.8055555555555555,9,685,0.008687529191966371,0.00017669347629698467,0.00017669347629698467
20,Marc-André Lemburg,9,8,9,0,1,1,3,3,2,2,1,1,1,21,8,8.833333333333334,0.36752268183915116,0.0524062765633706,0.7619738751814223,53,22633,0.051159894130468626,0.013450503700170294,0.013450503700170294
21,Jim Fulton,9,8,9,0,0,0,0,0,0,0,1,0,1,6,2,2,1.0,0.012855535699451526,1.0,2,754,0.0019305620426591933,7.776599028246946e-07,7.776599028246946e-07
22,Thomas Heller,9,8,9,0,0,0,0,0,0,0,1,0,1,4,2,2,1.0,0.024231128013935774,1.0,2,2683,0.0019305620426591933,2.650768861358269e-05,2.650768861358269e-05
23,Thomas Wouters,9,8,9,0,1,1,3,3,2,2,1,1,1,25,8,8.833333333333334,0.3817378292793263,0.06665844217930987,0.607436157985041,347,14478,0.33495251440137,0.2018032586625326,0.2018032586625326
24,Gregory P. Smith,9,8,9,0,0,0,0,0,0,0,1,0,1,5,3,3.667837800305513,0.9411764705882353,0.07481192223868029,1.0,18,1105,0.017375058383932742,0.001451191882792822,0.001451191882792822
2,Jack Jansen,9,8,9,0,0,0,0,0,0,0,1,1,9,19,8,8.833333333333334,0.2772577092511013,0.01148785869028267,0.002651958747308375,515,91450,0.49711972598474224,0.8781521229855018,0.8781521229855018
