id,year,dev,has_written_peps,has_written_acc_peps,is_delegate,peps_this_year,total_peps,accepted_peps_year,total_accepted_peps,degree,contributions_sc,contributions_edits,contributions_added,contributions_deleted,collaborators,knum,aknum,top,top2,tenure,betweenness,closeness,degree_cent,file_mean_degree,clus_sq,clus_dot,clus_red
0,1998,Guido van Rossum,0,0,0,0,0,0,0,776,214147,2003,111141,103006,5,3,3.4722222222222223,1,1,7,1.0,0.44115217391304345,1.0,1.1920103092783505,0.7028147501636482,0.028364021192090527,0.021303624875290986
7,1998,Ken Manheimer,0,0,0,0,0,0,0,1,4,1,2,2,1,1,1,0,0,1,0.0,0.20365410347903662,0.001288659793814433,2.0,0.0,0.001288659793814433,0.0
4,1998,Fred Drake,0,0,0,0,0,0,0,515,137174,3058,56944,80230,4,3,3.4722222222222223,1,1,3,0.69764221933624,0.35203739398612177,0.663659793814433,1.2601941747572816,0.8756786857858834,0.03411123445472432,0.047274375731933056
8,1998,Andrew M. Kuchling,0,0,0,0,0,0,0,13,1349,16,1096,253,2,3,3.4722222222222223,1,1,1,0.0005526797229788638,0.25005065717415115,0.01675257731958763,2.4615384615384617,0.8709677419354839,0.015089005468697826,0.8461538461538461
9,1998,Greg Ward,0,0,0,0,0,0,0,2,433,3,424,9,0,1,1,0,0,1,1.7044812385250879e-06,0.7553225806451613,0.002577319587628866,1.0,0.0,0.0,0.0
2,1998,Jack Jansen,0,0,0,0,0,0,0,341,165924,716,90245,75679,0,1,1,0,0,7,0.09880877739729935,0.7553225806451613,0.43943298969072164,1.0,0.0,0.0,0.0
6,1998,Jeremy Hylton,0,0,0,0,0,0,0,10,420,17,318,102,3,3,3.340659340659341,1,1,2,0.0003907147922698996,0.2532404326123128,0.01288659793814433,2.6,0.6949152542372882,0.025863489552435573,0.7777777777777778
3,1999,Barry Warsaw,0,0,0,0,0,0,0,58,5513,128,3953,1560,4,3,3.272727272727273,1,1,6,0.12524594985361123,0.17458254333001888,0.09182058047493404,1.6379310344827587,0.9168975069252078,0.028975276768946887,0.1784633998790079
0,1999,Guido van Rossum,0,0,0,0,0,0,0,390,45568,910,28100,17468,4,3,3.272727272727273,1,1,8,1.0,0.2507473322729443,0.6174142480211081,1.2102564102564102,0.594331983805668,0.037480741911602874,0.018851756640959727
6,1999,Jeremy Hylton,0,0,0,0,0,0,0,6,1873,9,930,943,4,2,2,0,1,3,0.0005400758332038535,0.16665390380760758,0.00949868073878628,2.8333333333333335,0.8235294117647058,0.06480987696035177,0.8
9,1999,Greg Ward,0,0,0,0,0,0,0,21,8124,129,6579,1545,1,1,1,0,0,2,0.0748022685400194,0.12832462667095537,0.03324538258575198,1.0476190476190477,0.0,0.0026595744680851063,0.0
4,1999,Fred Drake,0,0,0,0,0,0,0,356,37971,1021,24983,12988,5,3,3.272727272727273,1,1,4,0.9752649269612271,0.24653581377223596,0.5635883905013193,1.1853932584269662,0.8476321207961565,0.0228367455355529,0.018942870707390407
8,1999,Andrew M. Kuchling,0,0,0,0,0,0,0,5,258,10,197,61,4,2,2,0,1,2,0.003952201086127463,0.16650848155297615,0.0079155672823219,2.8,1.0,0.06353811603727207,0.6000000000000001
10,1999,Just van Rossum,0,0,0,0,0,0,0,101,18486,165,10089,8397,1,2,2,0,1,1,0.1516089766466921,0.20419705674268415,0.15989445910290237,1.1287128712871286,1.0,0.03367875647668394,0.015445544554455447
11,1999,Greg Stein,0,0,0,0,0,0,0,1,852,8,765,87,0,1,1,0,0,1,0.0,0.505480052608505,0.0015831134564643799,1.0,0.0,0.0,0.0
2,1999,Jack Jansen,0,0,0,0,0,0,0,298,24963,714,18752,6211,1,2,2,0,1,8,0.34954110428112894,0.3468453552473252,0.47176781002638524,1.0436241610738255,1.0,0.03367875647668394,0.0017625923666192123
0,2000,Guido van Rossum,1,0,0,1,1,0,0,868,244854,2250,151351,93503,25,8,8.833333333333334,1,1,9,1.0,0.46382289330581583,0.8378639265140899,2.412442396313364,0.2495534223950616,0.04906886515709848,0.1629433557104056
12,2000,Nicholas Riley,0,0,0,0,0,0,0,2,39,2,19,20,1,2,2,0,0,1,4.748466208610452e-07,0.34350664413294896,0.0019305620426591933,2.0,1.0,0.0273972602739726,1.0
13,2000,David Scherer,0,0,0,0,0,0,0,73,12517,73,12450,67,1,2,2,0,0,1,0.002562747212787061,0.9938792236913323,0.07046551455706056,1.0273972602739727,1.0,0.0273972602739726,0.000380517503805175
4,2000,Fred Drake,0,0,0,0,0,0,0,720,74240,1684,44546,29694,25,8,8.833333333333334,1,1,5,0.787960063650705,0.4355036737475399,0.6950023353573096,2.625,0.24706645533214883,0.05364008476722771,0.21651985782722918
14,2000,Neil Schemenauer,1,1,0,1,1,1,1,13,566,20,336,230,15,6,7.263031275060144,0,0,1,0.002208924444817607,0.33092818343700214,0.012548653277284756,5.538461538461538,0.35764705882352943,0.031190691897254805,0.8205128205128205
15,2000,Vladimir Marangozov,0,0,0,0,0,0,0,18,2830,26,1456,1374,21,7,8.653061224489797,0,1,1,0.0011790555501377752,0.33705648313027997,0.017375058383932742,7.166666666666667,0.3446877534468775,0.048145538288275225,0.8954248366013072
9,2000,Greg Ward,0,0,0,0,0,0,0,62,34443,804,21549,12894,20,6,7.263031275060144,0,0,3,0.07315410953575034,0.2938104383980063,0.05984742332243499,2.596774193548387,0.1943950177935943,0.03654464208184412,0.18138551031200423
16,2000,Lars Gustäbel,0,0,0,0,0,0,0,12,1719,48,1467,252,10,5,6.073819205505161,0,0,1,0.0023210384701950575,0.28469819448868305,0.01158337225595516,4.583333333333333,0.5041666666666667,0.07159784715977838,0.8181818181818182
6,2000,Jeremy Hylton,1,1,0,5,5,4,4,243,47118,524,31833,15285,27,8,8.833333333333334,1,1,4,0.19325211338462087,0.3641465695633104,0.234563288183092,3.493827160493827,0.3208191686784582,0.05185642702354728,0.3981906608169234
10,2000,Just van Rossum,0,0,0,0,0,0,0,20,854,28,724,130,1,2,2,0,0,2,0.021850542105541857,0.2232785332411245,0.019305620426591934,1.45,1.0,0.017110266159695818,0.18947368421052632
17,2000,Martin v. Löwis,0,0,0,0,0,0,0,35,2173,61,1335,838,23,6,7.263031275060144,0,0,1,0.00712096628316974,0.3392226559010401,0.03378483574653588,5.171428571428572,0.2964451313755796,0.054250073286088024,0.8285714285714286
11,2000,Greg Stein,0,0,0,0,0,0,0,11,4604,19,2705,1899,17,5,6.073819205505161,0,0,2,0.0022278984415939184,0.28938073058224695,0.010618091234625563,6.0,0.48186528497409326,0.037816198790789644,0.7090909090909091
18,2000,Peter Schneider-Kamp,1,0,0,1,1,0,0,94,8138,122,2972,5166,21,8,8.833333333333334,1,1,1,0.02175193896670645,0.3453257785947127,0.09073641600498208,5.117021276595745,0.4481791205826814,0.07204343591720178,0.8274994280485015
19,2000,Eric S. Raymond,0,0,0,0,0,0,0,9,685,16,509,176,14,4,4.83646017699115,0,0,1,0.00017669347629698467,0.2870984240315575,0.008687529191966371,4.555555555555555,0.5609756097560976,0.02162645935805679,0.8055555555555555
20,2000,Marc-André Lemburg,1,1,0,3,3,2,2,53,22633,123,21689,944,21,8,8.833333333333334,1,1,1,0.013450503700170294,0.34097574456202734,0.051159894130468626,5.226415094339623,0.36752268183915116,0.0524062765633706,0.7619738751814223
21,2000,Jim Fulton,0,0,0,0,0,0,0,2,754,2,409,345,6,2,2,0,0,1,7.776599028246946e-07,0.2812845470727516,0.0019305620426591933,5.5,1.0,0.012855535699451526,1.0
22,2000,Thomas Heller,0,0,0,0,0,0,0,2,2683,7,1363,1320,4,2,2,0,0,1,2.650768861358269e-05,0.2175274892157504,0.0019305620426591933,3.5,1.0,0.024231128013935774,1.0
23,2000,Thomas Wouters,1,1,0,3,3,2,2,347,14478,498,7764,6714,25,8,8.833333333333334,1,1,1,0.2018032586625326,0.37742613699107497,0.33495251440137,3.634005763688761,0.3817378292793263,0.06665844217930987,0.607436157985041
24,2000,Gregory P. Smith,0,0,0,0,0,0,0,18,1105,43,885,220,5,3,3.667837800305513,0,0,1,0.001451191882792822,0.2464194456498685,0.017375058383932742,2.4444444444444446,0.9411764705882353,0.07481192223868029,1.0
2,2000,Jack Jansen,0,0,0,0,0,0,0,515,91450,1382,68208,23242,19,8,8.833333333333334,1,1,9,0.8781521229855018,0.3962691085450588,0.49711972598474224,1.30873786407767,0.2772577092511013,0.01148785869028267,0.002651958747308375
25,2000,Moshe Zadka,1,1,0,3,3,1,1,25,757,30,514,243,16,5,6.073819205505161,0,0,1,0.003873663760142054,0.3327011992322839,0.02413202553323992,4.32,0.42258440046565776,0.03006651325698053,0.7000000000000001
26,2000,Skip Montanaro,0,0,0,0,0,0,0,49,4381,76,2741,1640,23,7,8.653061224489797,0,1,1,0.008910549921263533,0.3408656458392111,0.04729877004515024,5.122448979591836,0.3306613226452906,0.04938097662758328,0.8001700680272108
1,2000,Sjoerd Mullender,0,0,0,0,0,0,0,16,382,19,190,192,19,7,8.653061224489797,0,1,9,0.0009445266898680708,0.33630484395158866,0.015444496341273546,6.9375,0.47126436781609193,0.04751483901308023,0.8833333333333333
3,2000,Barry Warsaw,1,1,0,6,6,5,5,113,11950,193,7327,4623,24,8,8.833333333333334,1,1,7,0.04486760163943861,0.3481731217559487,0.10907675541024442,5.035398230088496,0.39897990255785626,0.06736461041518889,0.7221871049304678
27,2000,Tim Peters,1,1,0,1,1,1,1,144,7288,257,4047,3241,22,8,8.833333333333334,1,1,1,0.05599080662755106,0.35153543295505724,0.13900046707146194,4.520833333333333,0.3931105454151546,0.0696981777932632,0.723970473970474
28,2000,Ka-Ping Yee,1,1,0,1,1,0,1,1,4,1,2,2,5,1,1,0,0,1,0.0,0.2576668062396965,0.0009652810213295966,6.0,0.0,0.011399740394538962,0.0
8,2000,Andrew M. Kuchling,0,0,0,0,0,0,0,125,22623,284,16221,6402,26,8,8.833333333333334,1,1,3,0.05565386202158676,0.3497882389542865,0.12066012766619959,4.744,0.29727615184004635,0.06451093102794092,0.6309677419354839
29,2000,Paul Prescod,1,1,0,3,3,1,1,13,1916,27,1297,619,15,5,6.073819205505161,0,0,1,0.004231541322674523,0.33072083495113935,0.012548653277284756,4.769230769230769,0.31955922865013775,0.04748326452991592,0.7051282051282051
30,2000,Trent Mick,0,0,0,0,0,0,0,41,17459,58,8934,8525,20,7,8.653061224489797,0,1,1,0.0073902963564788085,0.3392226559010401,0.039576521874513465,5.0,0.3322341302555647,0.05109185952650939,0.8597560975609756
31,2000,Fredrik Lundh,0,0,0,0,0,0,0,46,110861,244,21323,89538,19,8,8.833333333333334,1,1,1,0.017756128288132788,0.33965923589576474,0.04440292698116145,4.804347826086956,0.36457793889176593,0.046252944723693436,0.6251207729468599
32,2000,Mark Hammond,0,0,0,0,0,0,0,30,5169,38,3010,2159,16,6,7.263031275060144,0,0,1,0.0035088174375509282,0.29097599370563304,0.0289584306398879,4.466666666666667,0.32036613272311215,0.03884490579795069,0.7402298850574712
0,2001,Guido van Rossum,1,1,0,13,14,11,11,512,56358,1485,35642,20716,28,9,10.245161290322581,1,1,10,0.3924173926801165,0.39377210359827275,0.42615012106537525,3.60546875,0.1857523548451509,0.07104102858333612,0.36966426125244617
4,2001,Fred Drake,0,0,0,0,0,0,0,656,90230,1956,52119,38111,27,9,10.245161290322581,1,1,6,0.6316855564011841,0.4125763817130007,0.546004842615012,2.676829268292683,0.17412931741941057,0.04945520745094955,0.14165890895550176
14,2001,Neil Schemenauer,1,1,0,1,2,1,2,95,19945,191,11164,8781,26,9,10.245161290322581,1,1,2,0.04137491043943275,0.34738084494294413,0.07907082324455206,5.031578947368421,0.3425,0.05376216552618929,0.5531914893617021
9,2001,Greg Ward,0,0,0,0,0,0,0,13,102,14,58,44,19,6,7.356645161290323,0,0,4,0.0005263102565908823,0.33668346506052066,0.010820217917675545,7.0,0.20374707259953162,0.029549200308442512,0.8076923076923077
33,2001,Steven M. Gava,0,0,0,0,0,0,0,33,5442,91,4067,1375,2,2,2,0,0,1,0.0009417097575742387,0.5097252857429316,0.027466707021791766,1.2424242424242424,0.75,0.068997668997669,0.03977272727272727
23,2001,Thomas Wouters,1,1,0,0,3,0,2,78,7360,136,4214,3146,27,9,10.245161290322581,1,1,2,0.013127950317567211,0.34582504549743337,0.06492130750605325,6.448717948717949,0.270703509347327,0.06612294244662537,0.8418248418248419
34,2001,Charles G. Waldman,0,0,0,0,0,0,0,1,11,1,7,4,14,1,1,0,0,1,0.0,0.2725780419282031,0.000832324455205811,15.0,0.0,0.01624238068636841,0.0
35,2001,Chui Tey,0,0,0,0,0,0,0,1,19,1,14,5,1,1,1,0,0,1,0.0,0.257769821307262,0.000832324455205811,2.0,0.0,0.030303030303030304,0.0
10,2001,Just van Rossum,0,0,0,0,0,0,0,72,13442,141,10840,2602,18,5,6.192502179598954,0,0,3,0.03167600020755585,0.3433263790578243,0.059927360774818396,2.2777777777777777,0.8119022316684378,0.012186690144460268,0.5833333333333334
36,2001,Neal Norwitz,0,0,0,0,0,0,0,5,84,6,76,8,13,4,4.9128183696686865,0,0,1,4.002480726391827e-05,0.331800718420728,0.004161622276029055,7.0,0.3448275862068966,0.016954005332331983,1.0
19,2001,Eric S. Raymond,0,0,0,0,0,0,0,119,3436,151,2179,1257,21,8,9.666883116883117,0,1,2,0.0367407383253228,0.3484586024649783,0.09904661016949151,4.453781512605042,0.21050414267659037,0.06404609405393138,0.577980344680245
20,2001,Marc-André Lemburg,1,1,0,3,6,1,3,185,5791,319,3999,1792,26,9,10.245161290322581,1,1,2,0.13765229376738947,0.35639981971428836,0.15398002421307505,3.654054054054054,0.1976581200267397,0.05442610656967997,0.2891304347826087
1,2001,Sjoerd Mullender,0,0,0,0,0,0,0,12,104,12,48,56,19,7,8.76993670886076,0,0,10,0.0005895091239389448,0.33659173819359234,0.009987893462469734,8.25,0.32047477744807124,0.03598274040796172,0.8333333333333334
18,2001,Peter Schneider-Kamp,1,0,0,0,1,0,0,3,28,3,14,14,7,3,3.762134146885398,0,0,2,3.3786376131826246e-06,0.24193870068336054,0.0024969733656174335,4.666666666666667,0.2857142857142857,0.019444298691446735,0.6666666666666666
17,2001,Martin v. Löwis,0,0,0,0,0,0,0,284,42157,615,27701,14456,28,9,10.245161290322581,1,1,2,0.18692414675683425,0.3670955207367644,0.23638014527845033,4.035211267605634,0.23223284366124056,0.06570394586961696,0.38630368785149055
11,2001,Greg Stein,1,0,0,1,1,0,0,5,95,5,62,33,16,5,6.192502179598954,0,0,3,9.994558580218847e-06,0.2778499887641023,0.004161622276029055,7.8,0.2077922077922078,0.021831828625051987,1.0
37,2001,Anthony Baxter,1,1,0,1,1,1,1,57,1450,69,867,583,27,9,10.245161290322581,1,1,1,0.004600031934446805,0.3438040837733632,0.04744249394673124,7.052631578947368,0.2435121840900096,0.061298241146843326,0.919172932330827
38,2001,Piers Lauder,0,0,0,0,0,0,0,2,230,6,179,51,8,2,2,0,0,1,1.4013976597291382e-05,0.24496083573700422,0.001664648910411622,5.5,1.0,0.00833916579303093,1.0
22,2001,Thomas Heller,0,0,0,0,0,0,0,8,3782,18,2005,1777,9,3,3.762134146885398,0,0,2,8.784593989181971e-05,0.26250079146703087,0.006658595641646488,3.25,0.28378378378378377,0.016546931154691,0.6785714285714285
39,2001,Michael W. Hudson,0,0,0,0,0,0,0,25,15504,28,5299,10205,22,8,9.666883116883117,0,1,1,0.004448050562081231,0.3389929963066485,0.020808111380145277,6.08,0.29859154929577464,0.036642882751712826,0.7166666666666667
2,2001,Jack Jansen,0,0,0,0,0,0,0,813,330676,2238,158305,172371,23,9,10.245161290322581,1,1,10,1.0,0.43479147458721823,0.6766797820823244,1.4231242312423125,0.20244246124941287,0.014650165266856826,0.010845921267094445
25,2001,Moshe Zadka,1,1,0,4,7,2,3,68,4166,120,2726,1440,25,9,10.245161290322581,1,1,2,0.015929126931168252,0.3446673106540886,0.05659806295399515,6.514705882352941,0.2660030708953248,0.0681771822927504,0.7247585601404741
26,2001,Skip Montanaro,1,0,0,1,1,0,0,158,1920,215,1453,467,28,8,9.666883116883117,0,1,2,0.028489835327659325,0.353847909219413,0.13150726392251816,4.430379746835443,0.31922843486837116,0.053769553275174534,0.8089978231073127
6,2001,Jeremy Hylton,1,1,0,1,6,0,4,212,37646,695,20739,16907,28,9,10.245161290322581,1,1,5,0.12560361922486607,0.3594065381933325,0.17645278450363194,4.028301886792453,0.27522067132952566,0.05606289594703777,0.40771707055351875
3,2001,Barry Warsaw,1,1,0,5,11,5,10,187,16308,372,11692,4616,27,9,10.245161290322581,1,1,8,0.11241791924201469,0.3567085246252578,0.15564467312348668,4.06951871657754,0.25718097920759053,0.055491407666764296,0.4017020297855213
27,2001,Tim Peters,1,1,0,2,3,2,3,569,88672,1822,55405,33267,29,9,10.245161290322581,1,1,2,0.40797511561132144,0.4011884965220265,0.4735926150121065,3.4657293497363795,0.18628005415317123,0.0683411892495388,0.3657949454194411
28,2001,Ka-Ping Yee,1,1,0,1,2,1,2,43,8269,103,5897,2372,21,7,8.76993670886076,0,0,2,0.007194992810066425,0.3403939867859431,0.03578995157384988,4.5813953488372094,0.28433001107419714,0.03241631432140657,0.6290143964562569
8,2001,Andrew M. Kuchling,0,0,0,0,0,0,0,130,15703,326,9723,5980,25,9,10.245161290322581,1,1,4,0.0657152559109691,0.3507338467110236,0.10820217917675544,4.230769230769231,0.20713783725975493,0.05263128129791256,0.4385211687537269
40,2001,Kurt B. Kaiser,0,0,0,0,0,0,0,39,2507,54,758,1749,1,2,2,0,0,1,0.0010633050473408533,0.5511663658846334,0.032460653753026626,1.1794871794871795,1.0,0.1076923076923077,0.02834008097165992
31,2001,Fredrik Lundh,0,0,0,0,0,0,0,86,61854,208,28618,33236,21,7,8.76993670886076,0,0,2,0.03287931455973644,0.34582504549743337,0.07157990314769976,3.511627906976744,0.31667792032410536,0.0377240242684793,0.5447332421340629
32,2001,Mark Hammond,0,0,0,0,0,0,0,23,639,28,474,165,18,6,7.356645161290323,0,0,2,0.013314558833579612,0.3370508730158452,0.019143462469733655,4.3478260869565215,0.34442595673876875,0.02629651463477117,0.3162055335968379
41,2001,Steve Purcell,0,0,0,0,0,0,0,3,696,10,362,334,15,3,3.762134146885398,0,0,1,7.698160029697694e-06,0.33323262981512625,0.0024969733656174335,10.0,0.45714285714285713,0.014046310447837013,1.0
42,2001,Finn Bock,0,0,0,0,0,0,0,10,135,10,79,56,13,5,6.192502179598954,0,0,1,0.00010622177258762,0.2759879314284778,0.00832324455205811,5.3,0.24545454545454545,0.02230925315111702,0.9111111111111111
0,2002,Guido van Rossum,1,1,0,3,17,2,13,428,46969,1080,23990,22979,30,9,10.656284153005464,1,1,11,0.4143672912515858,0.4060421627064107,0.356823168056165,3.5957943925233646,0.16787732655870877,0.0644555679909183,0.2624592352645057
4,2002,Fred Drake,0,0,0,0,0,0,0,294,27364,1006,17260,10104,29,9,10.656284153005464,1,1,7,0.25821859154779925,0.3809584769793738,0.24510750329091707,3.5170068027210886,0.14079575342356243,0.05568431959346407,0.23528592324301734
14,2002,Neil Schemenauer,1,1,0,0,2,0,2,75,3738,130,1939,1799,23,9,10.656284153005464,1,1,3,0.017039239903089497,0.3556894215488746,0.06252742430890743,7.2,0.25329107752315944,0.08391118866120752,0.7726126126126126
43,2002,Jason Tishler,0,0,0,0,0,0,0,15,308,24,181,127,20,9,10.656284153005464,1,1,1,0.0004085650145271954,0.34806069400895234,0.012505484861781484,8.8,0.2697704081632653,0.031377071576420154,0.9523809523809524
44,2002,Walter Dörwald,1,1,0,1,1,1,1,134,6823,204,5079,1744,26,9,10.656284153005464,1,1,1,0.10683802049085263,0.3625909361225114,0.11171566476524793,4.052238805970149,0.21262696824377902,0.05176642363500566,0.2602401526203569
9,2002,Greg Ward,0,0,0,0,0,0,0,15,4005,75,3093,912,15,4,5.061749571183533,0,0,5,0.005776017131985659,0.29146947163434306,0.012505484861781484,3.533333333333333,0.1550632911392405,0.020230358736695635,0.3523809523809524
33,2002,Steven M. Gava,0,0,0,0,0,0,0,29,4165,118,2799,1366,4,3,3.4166666666666665,0,0,2,0.014659794695499618,0.22736714337187255,0.024177270732777537,2.413793103448276,0.9333333333333333,0.14857426819674405,0.8645320197044335
45,2002,Gustavo Niemeyer,0,0,0,0,0,0,0,30,3030,44,2890,140,24,7,9.042178217821782,0,0,1,0.004795328500174001,0.35163309172365576,0.025010969723562967,6.366666666666666,0.15422113893197428,0.04511994989635542,0.664367816091954
46,2002,Tony Lownds,0,0,0,0,0,0,0,9,383,21,269,114,4,3,3.4166666666666665,0,0,1,0.0008550248891951101,0.2265319256535444,0.007503290917068891,2.888888888888889,0.9574468085106383,0.10167183682293386,1.0
6,2002,Jeremy Hylton,1,1,0,0,6,0,4,178,9504,330,6060,3444,27,9,10.656284153005464,1,1,6,0.10844100749386973,0.36745212847332714,0.14839842035980694,4.882022471910112,0.14749016568732282,0.07628560832554596,0.4316638100679236
35,2002,Chui Tey,0,0,0,0,0,0,0,12,1509,17,1356,153,5,3,3.4166666666666665,0,0,2,0.004884182274119754,0.24124265412630272,0.010004387889425188,2.75,0.8333333333333334,0.08555059184296757,0.8333333333333334
